Seq.,Date,Code,Time,Latitude,Longitude,Vis.,SeaState,Species,Total seen,Adults,Juvenille,Calfs,Behaviour,Asso,Num boats,Comments,Empresa
10283,19/06/2016,IA,10:12:00,37.6445,-25.4951,3,,Pm,3,,,,2,,2,,D
10285,19/06/2016,IA,10:27:00,37.6256,-25.4711,3,,Bp,1,,,,,,3,"andava as voltas, difícil categorizar comportamente",D
10160,20/06/2016,IA,10:34:00,37.6288,-25.6461,4,1,Bp,1,X,,,3,1,6,,E
10172,20/06/2016,IA,09:57:00,37.6183,-25.6587,3,,Bp,1,,,,2,,1,,D
10188,20/06/2016,IA,15:40:00,37.5498,-25.8983,3,,Bp,1,,,,2,,3,,D
10197,20/06/2016,IA,10:08:00,38.6889,-28.6206,3,4,Bp,1,x,,,3,1,2,,C
10199,20/06/2016,RA,10:53:00,38.698,-28.6007,3,4,Bp,1,x,,3,1,,,,C
10200,20/06/2016,IA,10:56:00,38.6962,-28.6076,3,4,Pm,1,,x,,3,1,1,,C
10202,20/06/2016,RA,11:08:00,38.7053,-28.5961,3,4,Bp,1,x,,,3,1,,,C
10205,20/06/2016,RA,11:20:00,38.7123,-28.5971,3,4,Bp,1,x,,,3,1,2,,C
10214,20/06/2016,IA,15:53:00,38.7078,-28.6639,2,4,Bp,1,x,,,3,1,1,,C
10091,22/06/2016,IA,09:30:00,38.5942,-27.323,1,3,Bp,1,X,,,2,1,1,,B
10098,22/06/2016,IA,09:21:00,37.6423,-25.4317,4,1,Pm,5,3,,2,3,1,2,,E
10100,22/06/2016,RA,09:59:00,37.6229,-25.4404,4,1,Pm,1,x,,,3,1,2,,E
10101,22/06/2016,RA,10:15:00,37.6147,-25.4212,4,1,Pm,2,,x,x,3,1,3,,E
10102,22/06/2016,RA,10:29:00,37.6047,-25.4195,4,1,Pm,1,,,X,3,1,3,,E
10111,22/06/2016,IA,10:25:00,37.6107,-25.4227,3,,Pm,2,,x,x,4,,4,,D
10123,22/06/2016,IA,15:57:00,37.6258,-25.7081,4,2,Pm,2,x,x,,4,1,3,A fazer meias aguas. Um Pm mergulhou quando chegamos.,A
10124,22/06/2016,RA,16:10:00,37.6193,-25.7075,4,2,Pm,3,1,1,,4,1,3,Total 3 Pm,A
10129,22/06/2016,RA,09:39:00,38.4438,-28.5681,3,3,Pm,2,X,,X,3,1,5,,C
10130,22/06/2016,IA,10:04:00,38.4429,-28.5854,3,3,Pm,1,X,,,3,1,2,,C
10133,22/06/2016,IA,10:23:00,38.4495,-28.5987,3,3,Pm,2,X,,X,3,1,2,,C
10143,22/06/2016,IA,15:42:00,38.4713,-28.6996,3,4,Pm,1,X,,,3,1,2,,C
10147,22/06/2016,IA,17:06:00,38.4879,-28.7427,3,4,Pm,1,,X,,3,1,3,,C
10149,22/06/2016,IA,17:17:00,38.489,-28.7409,3,4,Pm,2,X,,X,3,1,3,,C
10040,24/06/2016,IA,15:08:00,37.5759,-25.4506,3,1,Pm,3,,,,4,,2,"mergulhavam a 1/2 água cada poucos minutos, não mostraram a cauda",D
10048,24/06/2016,IA,16:07:00,37.5765,-25.4154,4,3,Pm,6,x,,,3,1,1,"Deslocação para ENE, e fazendo meias aguas.",A
9973,25/06/2016,IA,09:18:00,37.6561,-25.3302,4,3,Pm,15,x,x,x,2,1,1,also travelling ,E
9994,25/06/2016,RA,11:17:00,37.6759,-25.2579,3,2,Pm,1,,,,2,,1,fluke,D
9997,25/06/2016,IA,09:37:00,38.5564,-27.3052,1,1,Bp,2,X,,,2,1,1,,B
10003,25/06/2016,IA,16:16:00,38.7057,-28.5929,3,3,Bp,1,X,,,3,1,1,,C
10005,25/06/2016,IA,16:57:00,38.6735,-28.6235,3,3,Bp,1,X,,,3,1,1,,C
9954,26/06/2016,RA,11:00:00,37.5857,-25.7196,4,3,Bp,1,x,,,3,1,6,,A
9964,26/06/2016,IA,10:06:00,38.3151,-28.6463,3,4,Bp,1,X,,,3,1,,,C
9965,26/06/2016,RA,10:19:00,38.3134,-28.6402,3,4,Bp,1,X,,,3,1,,SAME END TIME AND POSITION THAN BP FROM LINHA 7,C
9967,26/06/2016,IA,11:12:00,38.4808,-28.809,3,2,Bp,4,3,1,,3,1,1,,C
9901,27/06/2016,IA,10:30:00,37.7,-25.2511,4,3,Bp,1,x,,,3,1,1,,E
9906,27/06/2016,IA,14:30:00,37.6479,-25.6322,4,4,Pm,5,x,,,3,1,2,all males!,A
9907,27/06/2016,RA,15:37:00,37.6604,-25.6195,4,4,Pm,4,x,,,3,1,2,males going to W,A
9908,27/06/2016,RA,16:04:00,37.6725,-25.6122,4,4,Pm,4,x,,,3,1,2,,A
9914,27/06/2016,IA,09:15:00,38.5909,-27.2713,1,1,Bp,2,X,,,2,1,1,,B
9932,27/06/2016,IA,11:05:00,37.7628,-25.9334,3,1,Bp,1,,,,2,,2,,D
9936,27/06/2016,IA,10:41:00,37.7778,-25.9698,4,3,Bp,1,x,,,3,1,1,,A
9840,28/06/2016,IA,11:30:00,37.6869,-25.9377,4,2,Pm,11,x,x,x,2,1,3,,A
9851,28/06/2016,IA,10:10:00,38.5743,-27.2931,1,,Bp,2,X,,X,1,1,2,,B
9861,28/06/2016,IA,11:04:00,37.6819,-25.9385,3,1,Pm,5,,,,1,,3,,D
9869,28/06/2016,IA,15:02:00,37.7292,-25.9661,3,2,Pm,11,,,,4,,2,,D
9882,28/06/2016,IA,09:31:00,38.4862,-28.6555,3,2,Pm,6,X,,,1,1,1,,C
9884,28/06/2016,IA,09:56:00,38.486,-28.6583,3,2,Pm,1,X,,,3,1,2,,C
9886,28/06/2016,IA,10:18:00,38.4855,-28.6627,3,2,Pm,1,X,,,3,1,1,,C
9888,28/06/2016,IA,10:39:00,38.4747,-28.6716,3,2,Pm,2,1,1,,3,1,,,C
9890,28/06/2016,IA,10:50:00,38.4661,-28.6662,3,2,Pm,2,X,,,3,1,,,C
9892,28/06/2016,IA,10:59:00,38.4658,-28.6618,3,2,Pm,1,X,,,3,1,2,,C
9798,29/06/2016,RA,09:20:00,38.5886,-27.5886,2,3,Bp,1,,,,1,5,1,,B
9815,29/06/2016,IA,09:47:00,38.4208,-28.6317,3,1,Bp,2,X,,,3,1,3,,C
9817,29/06/2016,IA,10:54:00,38.4826,-28.757,3,1,Pm,1,X,,,3,1,6,,C
9819,29/06/2016,IA,11:09:00,38.4728,-28.771,3,2,Pm,2,X,,,3,1,5,,C
9821,29/06/2016,IA,11:23:00,38.4738,-28.7772,3,2,Pm,1,X,,,3,1,1,,C
9762,30/06/2016,IA,13:29:00,37.6508,-25.5167,4,3,Bp,1,,x,,3,1,1,,E
9768,30/06/2016,IA,10:17:00,37.6983,-25.7973,2,3,Bp,1,,,,2,,4,,D
9774,30/06/2016,IA,14:16:00,37.6376,-25.5505,2,3,Bp,1,,,,2,,4,,D
9781,30/06/2016,RA,10:00:00,38.4891,-28.5971,3,2,Bp,2,X,,,3,1,2,,C
9722,01/07/2016,IA,09:27:00,37.6365,-25.3939,4,2,Pm,2,x,,x,2,1,2,Adult dove.,E
9724,01/07/2016,RA,10:04:00,37.6256,-25.4079,4,2,Pm,1,x,,,2,1,4,Dive.,E
9725,01/07/2016,RA,10:15:00,37.6115,-25.4035,4,2,Pm,1,x,,,2,1,4,Same one on the first sighting. but this time without the calf.,E
9726,01/07/2016,IA,10:32:00,37.6275,-25.3156,4,2,Pm,2,x,,x,3,1,2,,E
9732,01/07/2016,RA,09:54:00,37.6289,-25.3913,3,1,Pm,1,,,x,4,,4,,D
9733,01/07/2016,RA,10:03:00,37.6279,-25.4062,3,1,Pm,1,x,,,2,,3,fluke,D
9734,01/07/2016,RA,10:13:00,37.6113,-25.403,3,1,Pm,1,x,,,2,,4,fluke,D
9746,01/07/2016,IA,09:53:00,38.4566,-28.6207,4,4,Bp,1,X,,,3,1,,,C
9692,02/07/2016,IA,11:35:00,37.7293,-25.9397,3,3,Pm,6,X,X,,3,1,2,Diving every time we tried to get closer so not sure; tavam armados em parvos!,E
9701,02/07/2016,IA,10:30:00,37.6958,-25.8852,3,1,Bp,1,,x,,4,,2,,D
9709,02/07/2016,IA,10:45:00,38.6303,-27.3009,3,1,Bp,1,X,,,2,1,1,,B
9715,02/07/2016,IA,10:26:00,38.4702,-28.6212,2,1,Bp,1,X,,,3,1,,,C
9717,02/07/2016,RA,10:56:00,38.4571,-28.6149,2,1,Bp,1,X,,,3,1,2,,C
9646,03/07/2016,RA,11:39:00,37.6161,-26.0204,3,,Bp,2,,,,2,,2,,D
9662,03/07/2016,IA,10:20:00,38.6582,-27.4528,1,,Bp,4,X,,,2,1,1,,B
9668,03/07/2016,IA,09:50:00,38.4122,-28.524,3,,Pm,1,X,,,3,1,,,C
9670,03/07/2016,RA,10:00:00,38.4077,-28.5326,3,,Pm,1,X,,,3,1,,,C
9674,03/07/2016,IA,10:52:00,38.4303,-28.5708,3,1,Pm,1,X,,,3,1,2,,C
9676,03/07/2016,IA,11:02:00,38.4313,-28.5783,3,1,Pm,1,X,,,3,1,2,,C
9556,04/07/2016,IA,09:26:00,37.6239,-25.6207,4,,Pm,1,1,,,4,1,2,,E
9564,04/07/2016,IA,13:50:00,37.6426,-25.744,4,1,Pm,1,X,,,3,1,1,Adult male,E
9581,04/07/2016,IA,09:35:00,38.6094,-27.3043,4,,Bp,3,X,,,2,1,1,,B
9584,04/07/2016,RA,10:15:00,38.5835,-27.3191,4,,Bp,1,,,,2,5,1,,B
9592,04/07/2016,IA,16:25:00,37.5934,-25.7423,3,,Pm,1,x,,,2,,2,,D
9602,04/07/2016,IA,09:46:00,38.6639,-28.5481,4,2,Bp,1,X,,,3,1,,,C
9604,04/07/2016,RA,09:59:00,38.674,-28.5788,4,3,Pm,1,X,,,3,1,1,,C
9605,04/07/2016,IA,10:20:00,38.6788,-28.593,4,2,Bp,1,X,,,3,1,,,C
9606,04/07/2016,RA,10:42:00,38.6818,-28.5913,4,2,Bp,1,X,,,3,1,,SAME END TIME AND POSITION THAN BP FROM LINE 7,C
9608,04/07/2016,RA,10:57:00,38.6834,-28.6035,4,2,Pm,4,3,,1,3,1,1,,C
9609,04/07/2016,IA,11:20:00,38.6834,-28.6136,4,2,Pm,1,X,,,3,1,,,C
9611,04/07/2016,IA,11:27:00,38.6791,-28.6228,4,2,Pm,1,X,,,3,1,,,C
9613,04/07/2016,IA,11:36:00,38.6773,-28.6302,4,2,Pm,1,X,,,3,1,,,C
9618,04/07/2016,IA,15:44:00,38.7104,-28.7205,4,4,Pm,2,x,,,3,1,,,C
9620,04/07/2016,IA,16:21:00,38.7147,-28.7397,4,5,Pm,1,,x,,3,1,4,,C
9621,04/07/2016,RA,16:38:00,38.7175,-28.742,4,5,Pm,5,4,,1,3,1,4,,C
9531,05/07/2016,IA,09:58:00,37.6152,-25.5013,4,,Pm,10,,x,,4,1,1,,E
9537,05/07/2016,IA,13:30:00,37.6131,-25.4177,4,3,Pm,7,6,,1,4,1,1,Resting on the surface and diving mid-water (not sleeping),E
9544,05/07/2016,IA,10:05:00,37.5928,-25.6453,2,3,Bp,1,,,,2,,4,,D
9548,05/07/2016,IA,09:54:00,38.6715,-28.6405,3,3,Bp,1,X,,,3,1,2,,C
9517,06/07/2016,IA,11:12:00,38.7398,-27.4771,1,,Bp,1,X,,,2,1,1,,B
9523,06/07/2016,IA,10:10:00,38.6109,-28.4218,2,3,Pm,5,4,,1,1,1,3,,C
9490,07/07/2016,IA,15:25:00,37.6855,-25.7051,3,2,Bp,1,x,,,3,1,2,curved and dived,A
9491,07/07/2016,RA,15:38:00,37.6867,-25.7168,3,2,Bp,1,x,,,3,1,2,"the Dd's still around

 curved and dived",A
9492,07/07/2016,RA,15:43:00,37.6733,-25.7259,3,2,Bp,1,x,,,3,1,1,curved and dived,A
9493,07/07/2016,RA,16:04:00,37.6717,-25.7369,3,2,Bp,1,x,,,3,1,,fast. curved but not that much,A
9512,07/07/2016,IA,16:36:00,37.6704,-25.6268,3,1,Bp,1,X,,,3,1,2,,E
9467,08/07/2016,IA,14:33:00,37.609,-25.5383,3,,Pm,5,4,,1,3,,2,,D
9439,09/07/2016,IA,14:22:00,37.7137,-25.7456,3,1,Bp,1,,,,2,,1,,D
9445,09/07/2016,IA,16:03:00,38.4474,-28.5928,3,3,Pm,1,X,,,3,1,4,,C
9447,09/07/2016,IA,16:21:00,38.4412,-28.6054,3,3,Pm,1,X,,,3,1,3,,C
9385,10/07/2016,IA,14:43:00,37.7084,-25.6757,4,1,Bp,1,x,,,2,1,1,,E
9407,10/07/2016,RA,15:27:00,37.7104,-25.6653,3,,Bp,1,,,,2,,5,,D
9412,10/07/2016,IA,15:00:00,37.7099,-25.6704,4,2,Bp,1,x,,,3,1,2,,A
9416,10/07/2016,IA,17:02:00,37.6431,-25.6893,4,2,Pm,1,x,,,4,1,2,,A
9424,10/07/2016,IA,16:38:00,38.3796,-28.3207,4,3,Pm,1,X,,,3,1,8,,C
9312,11/07/2016,IA,09:47:00,38.6455,-27.3031,1,,Bp,2,X,,X,1,1,2,,B
9322,11/07/2016,RA,10:06:00,37.6264,-25.6979,4,2,Pm,1,,x,,4,1,4,,A
9323,11/07/2016,IA,10:23:00,37.6145,-25.6872,4,2,Pm,2,1,1,,2,1,3,,A
9325,11/07/2016,RA,10:49:00,37.6273,-25.7325,4,2,Pm,1,x,,,2,1,2,fluked to SW,A
9338,11/07/2016,IA,09:51:00,37.6293,-25.6833,4,3,Pm,6,X,X,X,3,1,5,,E
9343,11/07/2016,IA,10:05:00,38.3839,-28.404,3,,Bp,2,x,,,3,1,1,,C
9345,11/07/2016,IA,10:39:00,38.3642,-28.3865,3,,Pm,2,x,,x,3,1,1,,C
9347,11/07/2016,IA,10:59:00,38.3699,-28.4066,3,,Pm,1,x,,,3,1,1,,C
9353,11/07/2016,IA,12:03:00,38.4237,-28.5238,3,1,Bp,2,x,,,3,1,1,,C
9354,11/07/2016,RA,12:11:00,38.4291,-28.5271,3,1,Bp,1,x,,,3,1,,,C
9358,11/07/2016,IA,15:34:00,38.3774,-28.4584,1,,Pm,1,x,,,3,1,1,,C
9360,11/07/2016,IA,15:58:00,38.3759,-28.4724,1,,Pm,1,x,,,3,1,2,,C
9362,11/07/2016,IA,16:11:00,38.3731,-28.4774,1,,Pm,1,x,,,3,1,1,,C
9364,11/07/2016,IA,16:39:00,38.374,-28.4927,2,,Pm,2,x,,,3,1,3,,C
9246,12/07/2016,IA,10:07:00,38.6244,-27.2949,1,,Pm,1,X,,,3,1,1,,B
9253,12/07/2016,RA,09:11:00,37.637,-25.3175,4,2,Pm,1,,,x,3,1,1,Shallow dives.,E
9254,12/07/2016,IA,09:46:00,37.6309,-25.312,4,2,Pm,2,x,,x,3,1,1,,E
9256,12/07/2016,RA,10:20:00,37.6334,-25.3129,4,2,Pm,3,x,x,x,1,1,1,dispersed around the area.,E
9261,12/07/2016,IA,13:36:00,37.5906,-25.3271,4,3,Pm,4,1,2,1,1,1,1,Breaching and tail slapping.,E
9269,12/07/2016,IA,10:02:00,37.6423,-25.697,3,,Pm,6,x,,x,2,,2,,D
9278,12/07/2016,IA,10:18:00,37.6336,-25.6805,4,1,Pm,2,x,,,4,1,3,logging,A
9280,12/07/2016,IA,10:41:00,37.6349,-25.6723,4,1,Pm,1,x,,,4,1,1,jumped 4 times!!,A
9282,12/07/2016,RA,10:58:00,37.6269,-25.6771,4,1,Pm,1,x,,,3,1,2,fluked to West,A
9283,12/07/2016,IA,11:00:00,37.6347,-25.6894,4,1,Pm,1,x,,,3,1,1,,A
9288,12/07/2016,IA,15:37:00,37.5627,-25.6857,4,2,Pm,2,x,,,4,1,2,jumped!,A
9289,12/07/2016,RA,15:52:00,37.5572,-25.6838,4,2,Pm,2,x,,,3,1,2,moving to West,A
9300,12/07/2016,RA,12:57:00,38.6166,-27.0475,1,,Bp,1,X,,,1,1,,,B
9301,12/07/2016,RA,13:42:00,38.6148,-27.054,1,,Bp,1,X,,,1,1,,,B
9173,13/07/2016,IA,09:37:00,37.6058,-25.4848,3,,Pm,7,X,X,,4,1,1,,E
9195,13/07/2016,RA,11:59:00,37.6558,-25.5596,2,,Bp,1,x,,,3,1,2,traveling fast to NW,A
9200,13/07/2016,IA,14:44:00,37.7034,-25.7259,3,2,Bp,1,x,,,3,1,2,traveling to West,A
9216,13/07/2016,RA,09:40:00,38.6348,-27.2921,1,1,Pm,1,X,,,3,1,,,B
9218,13/07/2016,RA,10:35:00,38.6158,-27.2679,1,1,Pm,1,X,,,3,1,,,B
9224,13/07/2016,RA,16:30:00,38.6125,-27.2618,1,1,Bp,1,X,,,3,1,,,B
9237,13/07/2016,IA,16:56:00,38.5098,-28.593,3,,Bp,2,X,,,3,1,,,C
9115,14/07/2016,IA,11:35:00,37.5511,-25.5854,3,1,Pm,2,x,,,4,1,3,,A
9116,14/07/2016,RA,11:50:00,37.5613,-25.5779,3,1,Pm,4,3,,1,4,5,1,+ 3 more Pm's 100 m ahead and 2 more further South,A
9117,14/07/2016,RA,12:13:00,37.5315,-25.5694,3,1,Pm,2,x,,,4,1,1,,A
9119,14/07/2016,RA,12:38:00,37.5797,-25.6059,3,1,Pm,1,x,,,2,1,3,curved,A
9124,14/07/2016,RA,15:29:00,37.7771,-25.8885,3,1,Bp,1,x,,,3,1,,,A
9125,14/07/2016,IA,16:30:00,37.7828,-25.8975,3,1,Bp,1,x,,,3,1,,"it was the same whale as the RA.
curved.",A
9126,14/07/2016,RA,16:42:00,37.7789,-25.9032,3,1,Bp,1,x,,,3,1,1,curved.,A
9127,14/07/2016,RA,16:54:00,37.7752,-25.8991,3,1,Bp,1,x,,,3,1,2,curved.,A
9152,14/07/2016,IA,10:39:00,37.586,-25.5942,3,,Pm,2,,,,3,,2,"em 2 subgrupos um pouco afastados, por um lado 5 animais e do outro 2",D
9076,16/07/2016,IA,09:44:00,38.603,-27.1207,1,2,Bp,2,X,,,3,1,,,B
9084,16/07/2016,IA,10:03:00,38.6864,-28.5254,4,3,Pm,1,X,,,3,1,1,,C
9086,16/07/2016,IA,10:16:00,38.6771,-28.5143,4,3,Pm,1,X,,,3,1,,,C
9088,16/07/2016,IA,10:36:00,38.663,-28.5153,4,3,Pm,2,X,X,,3,1,1,,C
9090,16/07/2016,IA,10:53:00,38.6396,-28.5063,4,3,Pm,2,X,,X,3,1,2,,C
9021,17/07/2016,IA,09:26:00,37.6811,-25.3765,4,1,Pm,4,X,X,,1,1,1,,E
9030,17/07/2016,IA,10:43:00,37.6584,-25.3836,4,1,Pm,2,1,,1,3,1,1,,E
9036,17/07/2016,IA,15:25:00,37.5913,-25.5885,4,3,Pm,2,x,,,4,1,2,,A
8999,18/07/2016,IA,09:23:00,37.6662,-25.3628,4,1,Bp,1,X,,,2,1,2,,E
8941,19/07/2016,RA,09:42:00,37.6329,-25.6293,4,4,Pm,4,,,,1,1,3,"first 1, then 2 and at the end 3 boats
moving to West",A
8942,19/07/2016,IA,10:25:00,37.62,-25.6297,4,4,Pm,3,,,,1,1,1,moving to West,A
8943,19/07/2016,RA,10:39:00,37.6096,-25.6661,4,4,Pm,6,4,1,1,1,1,1,,A
8952,19/07/2016,IA,09:40:00,37.6298,-25.6103,3,3,Pm,8,X,X,,1,1,6,GPS is the final but forgot to take beginning,E
8967,19/07/2016,IA,16:12:00,37.6611,-25.3484,3,2,Bp,2,x,,,3,1,3,,E
8971,19/07/2016,IA,14:59:00,38.4431,-28.6598,4,1,Bp,2,X,,,3,1,1,,C
8975,19/07/2016,IA,17:12:00,38.4012,-28.4491,4,,Pm,1,X,,,3,1,,,C
8981,19/07/2016,IA,09:51:00,37.6328,-25.6254,1,3,Pm,2,x,x,,4,1,6,"apareciam e desapareciam em locais diferentes, nunca mostraram a cauda",D
8869,20/07/2016,RA,14:43:00,37.577,-25.5219,4,3,Pm,2,,,x,1,1,3,Shallow Dive.,E
8870,20/07/2016,IA,14:54:00,37.5828,-25.5332,4,3,Pm,1,x,,,3,1,3,,E
8871,20/07/2016,RA,14:59:00,37.582,-25.5331,4,3,Pm,2,x,,x,3,1,3,One of the calves of the previous sighting joined the adult.,E
8875,20/07/2016,IA,16:07:00,37.8323,-25.9614,4,3,Bp,1,x,,,3,1,1,,A
8877,20/07/2016,IA,17:03:00,37.8349,-26.0044,4,3,Bp,1,x,,,3,1,1,,A
8889,20/07/2016,IA,12:28:00,37.6098,-25.9891,4,1,Bp,2,1,1,,2,1,1,curved,A
8893,20/07/2016,IA,10:15:00,38.5218,-27.0793,1,3,Pm,8,X,,X,3,1,2,,B
8897,20/07/2016,IA,09:38:00,38.6865,-28.5909,3,,Pm,1,X,,,3,1,1,,C
8899,20/07/2016,RA,09:54:00,38.6901,-28.5806,3,,Pm,2,X,,X,3,1,1,,C
8900,20/07/2016,IA,09:57:00,38.679,-28.5981,3,,Pm,1,X,,,3,1,,,C
8911,20/07/2016,RA,16:03:00,38.3691,-28.3212,4,3,Pm,4,X,,,3,1,2,,C
8912,20/07/2016,IA,16:25:00,38.3608,-28.3304,4,3,Pm,3,X,,,3,1,2,,C
8914,20/07/2016,IA,16:52:00,38.3423,-28.3305,4,3,Pm,3,X,,,3,1,2,,C
8916,20/07/2016,RA,17:08:00,38.3342,-28.3113,4,3,Pm,3,X,,,3,1,1,,C
8918,20/07/2016,IA,18:28:00,38.4867,-28.6385,4,3,Bp,1,X,,,3,1,,,C
8928,20/07/2016,IA,10:57:00,37.6536,-25.6172,3,1,Bp,1,,,,4,1,3,,D
8933,20/07/2016,IA,14:37:00,37.5751,-25.5177,1,2,Pm,1,,1,,2,1,3,o juvenil fluke afastado dos outros 2,D
8831,21/07/2016,IA,09:34:00,37.6224,-25.5151,3,2,Pm,2,x,,,3,1,1,,E
8855,21/07/2016,IA,16:07:00,38.6736,-28.5965,4,,Pm,1,x,,,3,1,4,,C
8857,21/07/2016,IA,16:31:00,38.674,-28.5824,4,,Pm,1,x,,,3,1,3,,C
8859,21/07/2016,IA,16:49:00,38.675,-28.5695,4,,Pm,1,x,,,3,1,3,,C
8861,21/07/2016,IA,17:07:00,38.6653,-28.5838,4,,Pm,1,x,,,3,1,,,C
8751,22/07/2016,IA,16:21:00,37.7993,-25.972,4,2,Pm,3,2,,1,3,1,1,going to NE,A
8761,22/07/2016,RA,09:42:00,37.6713,-25.3282,3,3,Pm,1,,,x,3,1,1,Shallow dive.,E
8762,22/07/2016,IA,09:52:00,37.6744,-25.3283,3,3,Pm,1,x,,,3,1,1,,E
8764,22/07/2016,RA,10:01:00,37.6646,-25.3238,3,3,Pm,2,1,,x,3,1,1,Shallow dive.,E
8765,22/07/2016,RA,10:16:00,37.6574,-25.3165,3,3,Pm,2,x,,,3,1,1,Shallow dive.,E
8766,22/07/2016,RA,10:25:00,37.6563,-25.3107,3,3,Pm,1,x,,,2,1,1,,E
8773,22/07/2016,IA,13:44:00,37.6413,-25.312,4,3,Bp,1,x,,,4,1,1,,E
8784,22/07/2016,RA,10:10:00,38.6563,-28.5493,4,,Pm,1,X,,,3,1,3,,C
8785,22/07/2016,IA,10:38:00,38.6569,-28.556,4,,Pm,1,X,,,3,1,4,,C
8787,22/07/2016,RA,10:41:00,38.6576,-28.5588,4,,Pm,1,X,,,3,1,3,,C
8799,22/07/2016,IA,16:01:00,38.5661,-28.2884,3,1,Pm,1,x,,,3,1,3,,C
8801,22/07/2016,IA,16:18:00,38.5697,-28.2725,3,1,Pm,1,x,,,3,1,3,,C
8803,22/07/2016,IA,16:23:00,38.5657,-28.2763,3,1,Pm,1,x,,,3,1,2,,C
8805,22/07/2016,IA,16:37:00,38.5651,-28.2597,3,1,Pm,1,x,,,3,1,1,,C
8807,22/07/2016,RA,16:45:00,38.5646,-28.2671,3,1,Pm,1,x,,,3,1,,,C
8808,22/07/2016,IA,16:47:00,38.564,-28.2689,3,1,Pm,1,x,,,3,1,2,,C
8810,22/07/2016,IA,16:55:00,38.5652,-28.2651,3,1,Pm,2,x,x,,1,1,3,,C
8812,22/07/2016,IA,17:01:00,38.5689,-28.2631,3,1,Pm,2,x,x,,3,1,3,,C
8815,22/07/2016,IA,17:09:00,38.5728,-28.2583,3,1,Pm,5,3,2,,3,1,,,C
8725,23/07/2016,RA,11:16:00,38.6494,-28.5107,4,1,Pm,1,,,x,3,1,3,,C
8726,23/07/2016,RA,11:21:00,38.652,-28.5073,4,1,Pm,1,x,,,3,1,3,,C
8728,23/07/2016,IA,11:34:00,38.6651,-28.5171,4,1,Pm,1,x,,,3,1,,,C
8730,23/07/2016,IA,11:43:00,38.6581,-28.5232,4,1,Pm,1,x,,,3,1,,,C
8732,23/07/2016,RA,11:49:00,38.6556,-28.5215,4,1,Pm,2,1,,1,3,1,,,C
8735,23/07/2016,IA,15:39:00,38.7074,-28.632,4,1,Pm,3,2,,1,3,1,,,C
8737,23/07/2016,IA,15:58:00,38.7143,-28.6423,4,1,Pm,2,x,,,3,1,1,,C
8739,23/07/2016,IA,16:15:00,38.7237,-28.6551,4,1,Pm,1,x,,,3,1,,,C
8741,23/07/2016,IA,16:45:00,38.7079,-28.667,4,1,Pm,1,x,,,3,1,1,,C
8742,23/07/2016,RA,16:45:00,38.7079,-28.667,4,1,Pm,2,x,,x,3,1,1,,C
8744,23/07/2016,IA,17:00:00,38.7071,-28.6636,4,1,Pm,2,x,,x,3,1,1,,C
8646,24/07/2016,IA,10:30:00,38.5605,-27.318,1,,Bp,3,X,,,3,1,,,B
8655,24/07/2016,IA,11:28:00,38.6819,-28.5417,3,1,Pm,1,x,,,3,5,,ASSOCIATED WITH Tt from linha 4,C
8662,24/07/2016,IA,16:05:00,38.6492,-28.4035,4,3,Pm,1,X,,,3,1,,,C
8666,24/07/2016,IA,16:49:00,38.628,-28.3888,4,3,Pm,1,X,,,3,1,,,C
8668,24/07/2016,IA,17:05:00,38.6375,-28.3612,4,3,Pm,1,X,,,3,1,1,,C
8670,24/07/2016,IA,17:10:00,38.6419,-28.3569,4,3,Pm,1,X,,,3,1,,,C
8672,24/07/2016,IA,17:16:00,38.645,-28.3511,4,3,Pm,1,X,,,3,1,1,,C
8674,24/07/2016,IA,17:32:00,38.6496,-28.3372,4,3,Pm,1,X,,,3,1,2,,C
8676,24/07/2016,RA,17:40:00,38.6485,-28.3311,4,3,Pm,1,,,X,3,1,2,,C
8677,24/07/2016,IA,17:43:00,38.6463,-28.337,4,3,Pm,1,X,,,3,1,1,,C
8607,25/07/2016,IA,16:04:00,38.5953,-28.3752,2,3,Pm,2,X,X,,3,1,3,,C
8609,25/07/2016,IA,16:29:00,38.6151,-28.3713,2,3,Pm,1,X,,,3,1,2,,C
8611,25/07/2016,IA,16:37:00,38.6229,-28.3747,3,3,Pm,2,X,,X,3,1,2,,C
8613,25/07/2016,IA,16:53:00,38.6183,-28.3935,3,3,Pm,2,X,,,3,1,3,,C
8618,25/07/2016,IA,17:35:00,38.613,-28.424,3,3,Pm,1,X,,,3,1,1,,C
8530,26/07/2016,IA,11:05:00,37.7266,-25.8554,3,2,Bp,2,x,,,3,1,1,,A
8531,26/07/2016,RA,11:17:00,37.7229,-25.8659,3,2,Bp,1,x,,,3,5,2,with 5 Sf,A
8539,26/07/2016,IA,15:51:00,37.6716,-25.6825,4,3,Bp,2,x,,,3,1,1,,A
8540,26/07/2016,RA,16:22:00,37.6754,-25.6477,4,3,Bp,2,x,,,3,1,1,,A
8546,26/07/2016,IA,09:36:00,38.5683,-27.2482,1,,Pm,10,6,,4,1,1,,,B
8555,26/07/2016,RA,16:25:00,38.7323,-28.8528,4,3,Pm,1,,,x,3,1,,,C
8556,26/07/2016,IA,16:58:00,38.7492,-28.8711,4,3,Pm,1,x,,,3,1,2,,C
8558,26/07/2016,IA,17:11:00,38.7555,-28.8747,4,3,Pm,5,3,,2,1,1,2,,C
